[2025-10-23 18:03:30,551] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 10000000.0, 'price_change_threshold': 1.0, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi']}
[2025-10-23 18:03:30,587] INFO: Бот запущен. Используй /start или /test в Telegram.
[2025-10-23 23:37:09,396] ERROR: Ошибка: Bollinger Bands для HANAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,416] ERROR: Ошибка: Bollinger Bands для HBARUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,422] ERROR: Ошибка: Bollinger Bands для HEMIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,436] ERROR: Ошибка: Bollinger Bands для GRTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,446] ERROR: Ошибка: Bollinger Bands для HMSTRUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,562] ERROR: Ошибка: Bollinger Bands для HOLOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,575] ERROR: Ошибка: Bollinger Bands для HNTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,685] ERROR: Ошибка: Bollinger Bands для HUMAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,692] ERROR: Ошибка: Bollinger Bands для HOMEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,700] ERROR: Ошибка: Bollinger Bands для ICNTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,712] ERROR: Ошибка: Bollinger Bands для HUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,720] ERROR: Ошибка: Bollinger Bands для INUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,729] ERROR: Ошибка: Bollinger Bands для IMXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,738] ERROR: Ошибка: Bollinger Bands для HYPEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,746] ERROR: Ошибка: Bollinger Bands для ICPUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,787] ERROR: Ошибка: Bollinger Bands для IPUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,796] ERROR: Ошибка: Bollinger Bands для JTOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,803] ERROR: Ошибка: Bollinger Bands для JUPUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,809] ERROR: Ошибка: Bollinger Bands для KERNELUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,816] ERROR: Ошибка: Bollinger Bands для JASMYUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,824] ERROR: Ошибка: Bollinger Bands для JELLYJELLYUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,834] ERROR: Ошибка: Bollinger Bands для KDAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,874] ERROR: Ошибка: Bollinger Bands для INJUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,881] ERROR: Ошибка: Bollinger Bands для IOTXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,887] ERROR: Ошибка: Bollinger Bands для IOTAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,895] ERROR: Ошибка: Bollinger Bands для HYPERUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,904] ERROR: Ошибка: Bollinger Bands для IOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,921] ERROR: Ошибка: Bollinger Bands для KNCUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,949] ERROR: Ошибка: Bollinger Bands для KAVAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,957] ERROR: Ошибка: Bollinger Bands для KASUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,965] ERROR: Ошибка: Bollinger Bands для KMNOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:09,977] ERROR: Ошибка: Bollinger Bands для KGENUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,134] ERROR: Ошибка: Bollinger Bands для LAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,147] ERROR: Ошибка: Bollinger Bands для LAUNCHCOINUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,180] ERROR: Ошибка: Bollinger Bands для LISTAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,249] ERROR: Ошибка: Bollinger Bands для LPTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,257] ERROR: Ошибка: Bollinger Bands для MELANIAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,264] ERROR: Ошибка: Bollinger Bands для MEGAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,273] ERROR: Ошибка: Bollinger Bands для LYNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,281] ERROR: Ошибка: Bollinger Bands для LTCUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,290] ERROR: Ошибка: Bollinger Bands для LINKUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,298] ERROR: Ошибка: Bollinger Bands для LIGHTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,306] ERROR: Ошибка: Bollinger Bands для LINEAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,315] ERROR: Ошибка: Bollinger Bands для MAGICUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,341] ERROR: Ошибка: Bollinger Bands для MIRAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,348] ERROR: Ошибка: Bollinger Bands для METUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,355] ERROR: Ошибка: Bollinger Bands для MEMEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,363] ERROR: Ошибка: Bollinger Bands для MEWUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,399] ERROR: Ошибка: Bollinger Bands для MLNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,406] ERROR: Ошибка: Bollinger Bands для MEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,417] ERROR: Ошибка: Bollinger Bands для MOCAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,423] ERROR: Ошибка: Bollinger Bands для MOODENGUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,430] ERROR: Ошибка: Bollinger Bands для MNTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,437] ERROR: Ошибка: Bollinger Bands для LDOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,452] ERROR: Ошибка: Bollinger Bands для MERLUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,460] ERROR: Ошибка: Bollinger Bands для MANAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,479] ERROR: Ошибка: Bollinger Bands для MORPHOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,677] ERROR: Ошибка: Bollinger Bands для MUBARAKUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,710] ERROR: Ошибка: Bollinger Bands для NOTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,735] ERROR: Ошибка: Bollinger Bands для NAORISUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,743] ERROR: Ошибка: Bollinger Bands для NEARUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,758] ERROR: Ошибка: Bollinger Bands для MUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,815] ERROR: Ошибка: Bollinger Bands для NILUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,824] ERROR: Ошибка: Bollinger Bands для OGUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,832] ERROR: Ошибка: Bollinger Bands для MOVEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,840] ERROR: Ошибка: Bollinger Bands для PEAQUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,846] ERROR: Ошибка: Bollinger Bands для NEOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,853] ERROR: Ошибка: Bollinger Bands для ONDOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,861] ERROR: Ошибка: Bollinger Bands для PENGUUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,868] ERROR: Ошибка: Bollinger Bands для PAXGUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,880] ERROR: Ошибка: Bollinger Bands для NXPCUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,888] ERROR: Ошибка: Bollinger Bands для OPUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,895] ERROR: Ошибка: Bollinger Bands для ORDIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,901] ERROR: Ошибка: Bollinger Bands для OPENUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,918] ERROR: Ошибка: Bollinger Bands для MITOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,926] ERROR: Ошибка: Bollinger Bands для PENDLEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,971] ERROR: Ошибка: Bollinger Bands для NMRUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,972] ERROR: Ошибка: Bollinger Bands для MYXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,972] ERROR: Ошибка: Bollinger Bands для NOMUSDT содержат NaN значения после расчета
[2025-10-23 23:37:10,989] ERROR: Ошибка: Bollinger Bands для PEOPLEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,003] ERROR: Ошибка: Bollinger Bands для OMUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,005] ERROR: Ошибка: Bollinger Bands для ORDERUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,122] ERROR: Ошибка: Bollinger Bands для PHAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,155] ERROR: Ошибка: Bollinger Bands для PHBUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,249] ERROR: Ошибка: Bollinger Bands для PNUTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,271] ERROR: Ошибка: Bollinger Bands для PUMPFUNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,305] ERROR: Ошибка: Bollinger Bands для PROMUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,321] ERROR: Ошибка: Bollinger Bands для POLUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,344] ERROR: Ошибка: Bollinger Bands для PROVEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,356] ERROR: Ошибка: Bollinger Bands для PORTALUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,356] ERROR: Ошибка: Bollinger Bands для RIVERUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,373] ERROR: Ошибка: Bollinger Bands для QUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,373] ERROR: Ошибка: Bollinger Bands для PTBUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,390] ERROR: Ошибка: Bollinger Bands для RENDERUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,390] ERROR: Ошибка: Bollinger Bands для POPCATUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,406] ERROR: Ошибка: Bollinger Bands для PUNDIXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,407] ERROR: Ошибка: Bollinger Bands для PYTHUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,423] ERROR: Ошибка: Bollinger Bands для REDUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,438] ERROR: Ошибка: Bollinger Bands для RSRUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,440] ERROR: Ошибка: Bollinger Bands для ROAMUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,440] ERROR: Ошибка: Bollinger Bands для RECALLUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,473] ERROR: Ошибка: Bollinger Bands для RUNEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,473] ERROR: Ошибка: Bollinger Bands для RVNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,505] ERROR: Ошибка: Bollinger Bands для PLUMEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,505] ERROR: Ошибка: Bollinger Bands для SAHARAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,520] ERROR: Ошибка: Bollinger Bands для PIPPINUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,521] ERROR: Ошибка: Bollinger Bands для SANDUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,521] ERROR: Ошибка: Bollinger Bands для PUFFERUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,689] ERROR: Ошибка: Bollinger Bands для SAPIENUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,756] ERROR: Ошибка: Bollinger Bands для SAROSUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,772] ERROR: Ошибка: Bollinger Bands для RESOLVUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,840] ERROR: Ошибка: Bollinger Bands для SOSOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,856] ERROR: Ошибка: Bollinger Bands для SHIB1000USDT содержат NaN значения после расчета
[2025-10-23 23:37:11,874] ERROR: Ошибка: Bollinger Bands для SKYUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,874] ERROR: Ошибка: Bollinger Bands для SONICUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,889] ERROR: Ошибка: Bollinger Bands для SEIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,889] ERROR: Ошибка: Bollinger Bands для SIGNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,918] ERROR: Ошибка: Bollinger Bands для SQDUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,931] ERROR: Ошибка: Bollinger Bands для SOLVUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,941] ERROR: Ошибка: Bollinger Bands для STRKUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,953] ERROR: Ошибка: Bollinger Bands для SNXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,965] ERROR: Ошибка: Bollinger Bands для SOLUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,972] ERROR: Ошибка: Bollinger Bands для SOMIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,972] ERROR: Ошибка: Bollinger Bands для STXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,989] ERROR: Ошибка: Bollinger Bands для STBLUSDT содержат NaN значения после расчета
[2025-10-23 23:37:11,989] ERROR: Ошибка: Bollinger Bands для SUPERUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,005] ERROR: Ошибка: Bollinger Bands для STOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,005] ERROR: Ошибка: Bollinger Bands для SUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,055] ERROR: Ошибка: Bollinger Bands для SPXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,067] ERROR: Ошибка: Bollinger Bands для SOPHUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,074] ERROR: Ошибка: Bollinger Bands для SUSHIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,074] ERROR: Ошибка: Bollinger Bands для SOONUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,089] ERROR: Ошибка: Bollinger Bands для SPKUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,090] ERROR: Ошибка: Bollinger Bands для SUIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,328] ERROR: Ошибка: Bollinger Bands для SYNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,388] ERROR: Ошибка: Bollinger Bands для TREEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,421] ERROR: Ошибка: Bollinger Bands для THEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,427] ERROR: Ошибка: Bollinger Bands для TIAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,427] ERROR: Ошибка: Bollinger Bands для TRBUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,443] ERROR: Ошибка: Bollinger Bands для TRUMPUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,444] ERROR: Ошибка: Bollinger Bands для TONUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,457] ERROR: Ошибка: Bollinger Bands для TOWNSUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,476] ERROR: Ошибка: Bollinger Bands для USELESSUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,477] ERROR: Ошибка: Bollinger Bands для TRXUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,490] ERROR: Ошибка: Bollinger Bands для TUTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,494] ERROR: Ошибка: Bollinger Bands для SYRUPUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,506] ERROR: Ошибка: Bollinger Bands для UBUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,522] ERROR: Ошибка: Bollinger Bands для TWTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,528] ERROR: Ошибка: Bollinger Bands для TRUTHUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,536] ERROR: Ошибка: Bollinger Bands для UNIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,543] ERROR: Ошибка: Bollinger Bands для VANAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,544] ERROR: Ошибка: Bollinger Bands для USTCUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,558] ERROR: Ошибка: Bollinger Bands для TURTLEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,571] ERROR: Ошибка: Bollinger Bands для USDCUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,594] ERROR: Ошибка: Bollinger Bands для SWARMSUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,608] ERROR: Ошибка: Bollinger Bands для TAOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,610] ERROR: Ошибка: Bollinger Bands для TAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,622] ERROR: Ошибка: Bollinger Bands для THETAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,689] ERROR: Ошибка: Bollinger Bands для UMAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,871] ERROR: Ошибка: Bollinger Bands для VELVETUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,872] ERROR: Ошибка: Bollinger Bands для VFYUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,872] ERROR: Ошибка: Bollinger Bands для VIRTUALUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,939] ERROR: Ошибка: Bollinger Bands для VVVUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,939] ERROR: Ошибка: Bollinger Bands для VINEUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,955] ERROR: Ошибка: Bollinger Bands для WALUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,955] ERROR: Ошибка: Bollinger Bands для WLDUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,972] ERROR: Ошибка: Bollinger Bands для WLFIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,972] ERROR: Ошибка: Bollinger Bands для WCTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,989] ERROR: Ошибка: Bollinger Bands для WAVESUSDT содержат NaN значения после расчета
[2025-10-23 23:37:12,989] ERROR: Ошибка: Bollinger Bands для WIFUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,005] ERROR: Ошибка: Bollinger Bands для XAUTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,022] ERROR: Ошибка: Bollinger Bands для WUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,022] ERROR: Ошибка: Bollinger Bands для XPINUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,038] ERROR: Ошибка: Bollinger Bands для XLMUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,038] ERROR: Ошибка: Bollinger Bands для XRPUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,051] ERROR: Ошибка: Bollinger Bands для XANUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,088] ERROR: Ошибка: Bollinger Bands для VELOUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,088] ERROR: Ошибка: Bollinger Bands для VETUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,105] ERROR: Ошибка: Bollinger Bands для XMRUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,105] ERROR: Ошибка: Bollinger Bands для XPLUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,121] ERROR: Ошибка: Bollinger Bands для XCNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,121] ERROR: Ошибка: Bollinger Bands для XTZUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,135] ERROR: Ошибка: Bollinger Bands для XNYUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,269] ERROR: Ошибка: Bollinger Bands для YALAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,388] ERROR: Ошибка: Bollinger Bands для ZEREBROUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,388] ERROR: Ошибка: Bollinger Bands для YFIUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,405] ERROR: Ошибка: Bollinger Bands для ZENUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,421] ERROR: Ошибка: Bollinger Bands для ZILUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,421] ERROR: Ошибка: Bollinger Bands для ZKCUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,439] ERROR: Ошибка: Bollinger Bands для ZETAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,439] ERROR: Ошибка: Bollinger Bands для YBUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,455] ERROR: Ошибка: Bollinger Bands для ZECUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,455] ERROR: Ошибка: Bollinger Bands для ZROUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,472] ERROR: Ошибка: Bollinger Bands для ZORAUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,481] ERROR: Ошибка: Bollinger Bands для ZKUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,539] ERROR: Ошибка: Bollinger Bands для YGGUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,555] ERROR: Ошибка: Bollinger Bands для ZBTUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,889] ERROR: Ошибка: Bollinger Bands для ZBCNUSDT содержат NaN значения после расчета
[2025-10-23 23:37:13,889] INFO: Обработано 322 тикеров, сигналов: 0, время обработки: 7.14 сек
[2025-10-24 22:18:30,408] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 1000000.0, 'price_change_threshold': 0.5, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi'], 'cache_tickers': True, 'cache_duration': 300, 'log_level': 'INFO'}
[2025-10-24 22:18:30,441] INFO: Бот запущен. Используй /start или /test в Telegram.
[2025-10-24 22:19:30,452] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 1000000.0, 'price_change_threshold': 0.5, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi'], 'cache_tickers': True, 'cache_duration': 300, 'log_level': 'INFO'}
[2025-10-24 22:19:30,452] INFO: Запуск мониторинга...
[2025-10-24 22:19:30,454] INFO: Конфигурация загружена: {'telegram_token': '8372436135:AAHPh5Jo-fgKz84Wro0oO8jjioVDv-1DURc', 'chat_id': '-4826114309', 'timeframe': '1m', 'volume_filter': 1000000.0, 'price_change_threshold': 0.5, 'bot_status': True, 'indicators_enabled': {'price_change': True, 'rsi': True, 'macd': True, 'volume_surge': True, 'bollinger': True, 'adx': True, 'rsi_macd_divergence': True, 'candle_patterns': False, 'volume_pre_surge': False, 'ema_crossover': False, 'obv': False}, 'min_indicators': 4, 'required_indicators': ['rsi'], 'cache_tickers': True, 'cache_duration': 300, 'log_level': 'INFO'}
[2025-10-24 22:19:31,421] INFO: Получено 303 тикеров после фильтра
[2025-10-24 22:19:31,427] INFO: Получено 293 тикеров для обработки
[2025-10-24 22:19:31,879] INFO: Начало отправки сигнала для APRUSDT
[2025-10-24 22:19:31,879] INFO: Начало отправки сигнала для APRUSDT
[2025-10-24 22:19:31,898] WARNING: Bollinger columns missing for APRUSDT
[2025-10-24 22:19:31,898] INFO: Нет индикаторов для отображения на графике для APRUSDT, но строим базовый график свечей
[2025-10-24 22:19:33,225] INFO: Отправка сообщения в чат -4826114309...
[2025-10-24 22:19:34,025] INFO: Сообщение успешно отправлено для APRUSDT
[2025-10-24 22:19:34,026] INFO: [APRUSDT] Сигнал отправлен: ДАМП | -1.02% | 0.4568. Детали: Сигнал сгенерирован для APRUSDT: dump, сработало 5 из 7
[2025-10-24 22:19:35,701] INFO: Начало отправки сигнала для KGENUSDT
[2025-10-24 22:19:35,702] INFO: Начало отправки сигнала для KGENUSDT
[2025-10-24 22:19:35,702] WARNING: Bollinger columns missing for KGENUSDT
[2025-10-24 22:19:35,702] INFO: Нет индикаторов для отображения на графике для KGENUSDT, но строим базовый график свечей
[2025-10-24 22:19:36,629] INFO: Отправка сообщения в чат -4826114309...
[2025-10-24 22:19:37,289] INFO: Начало отправки сигнала для MLNUSDT
[2025-10-24 22:19:37,289] INFO: Начало отправки сигнала для MLNUSDT
[2025-10-24 22:19:37,290] WARNING: Bollinger columns missing for MLNUSDT
[2025-10-24 22:19:37,290] INFO: Нет индикаторов для отображения на графике для MLNUSDT, но строим базовый график свечей
[2025-10-24 22:19:38,161] INFO: Отправка сообщения в чат -4826114309...
[2025-10-24 22:19:38,184] INFO: Сообщение успешно отправлено для KGENUSDT
[2025-10-24 22:19:38,184] INFO: [KGENUSDT] Сигнал отправлен: ДАМП | -1.91% | 0.3293. Детали: Сигнал сгенерирован для KGENUSDT: dump, сработало 4 из 7
[2025-10-24 22:19:38,811] INFO: Сообщение успешно отправлено для MLNUSDT
[2025-10-24 22:19:38,811] INFO: [MLNUSDT] Сигнал отправлен: ПАМП | 1.51% | 7.987. Детали: Сигнал сгенерирован для MLNUSDT: pump, сработало 6 из 7
[2025-10-24 22:19:40,561] INFO: Обработано 293 тикеров, сигналов: 3, время обработки: 10.11 сек
